symbol,exchange,date,period,strike,out-of-the-money-pcent,call/put,iv,delta,moneyness,normalizediv,matyears
SPX,CBOE,42374,720,3247.76,0,C,0.163106,0.545595,1,0.081553,1.97260274
SPX,CBOE,42374,720,3247.76,0,P,0.169491,-0.452628,1,0.0847455,1.97260274
SPX,CBOE,42374,720,3410.147,5,C,0.151073,0.450715,1.05,0.151073,1.97260274
SPX,CBOE,42374,720,3085.372,5,P,0.181266,-0.371165,0.95,0.181266,1.97260274
SPX,CBOE,42374,720,3572.536,10,C,0.139578,0.348946,1.1,0.139578,1.97260274
SPX,CBOE,42374,720,2922.983,10,P,0.192814,-0.299977,0.9,0.192814,1.97260274
SPX,CBOE,42374,720,3734.923,15,C,0.129942,0.249979,1.15,0.129942,1.97260274
SPX,CBOE,42374,720,2760.596,15,P,0.2039,-0.238638,0.85,0.2039,1.97260274
SPX,CBOE,42374,720,3897.312,20,C,0.120242,0.15983,1.2,0.120242,1.97260274
SPX,CBOE,42374,720,2598.208,20,P,0.214696,-0.186522,0.8,0.214696,1.97260274
SPX,CBOE,42374,720,4059.699,25,C,0.116847,0.100686,1.25,0.116847,1.97260274
SPX,CBOE,42374,720,2435.82,25,P,0.225093,-0.142749,0.75,0.225093,1.97260274
SPX,CBOE,42374,720,4222.087,30,C,0.117191,0.065304,1.3,0.117191,1.97260274
SPX,CBOE,42374,720,2273.432,30,P,0.235441,-0.106757,0.7,0.235441,1.97260274
SPX,CBOE,42374,720,4384.476,35,C,0.118086,0.042123,1.35,0.118086,1.97260274
SPX,CBOE,42374,720,2111.044,35,P,0.245676,-0.07766,0.65,0.245676,1.97260274
SPX,CBOE,42374,720,4546.863,40,C,0.120677,0.028687,1.4,0.120677,1.97260274
SPX,CBOE,42374,720,1948.656,40,P,0.256117,-0.054806,0.6,0.256117,1.97260274
SPX,CBOE,42374,720,4709.251,45,C,0.124058,0.020409,1.45,0.124058,1.97260274
SPX,CBOE,42374,720,1786.268,45,P,0.266732,-0.037281,0.55,0.266732,1.97260274
SPX,CBOE,42374,720,4871.639,50,C,0.124058,0.012547,1.5,0.124058,1.97260274
SPX,CBOE,42374,720,1623.88,50,P,0.278686,-0.024615,0.5,0.278686,1.97260274
SPX,CBOE,42374,720,5034.027,55,C,0.124058,0.007589,1.55,0.124058,1.97260274
SPX,CBOE,42374,720,1461.492,55,P,0.292709,-0.015861,0.45,0.292709,1.97260274
SPX,CBOE,42374,720,5196.416,60,C,0.124058,0.004523,1.6,0.124058,1.97260274
SPX,CBOE,42374,720,1299.104,60,P,0.307454,-0.009698,0.4,0.307454,1.97260274
SPX,CBOE,42374,1080,3253.082,0,C,0.169328,0.557895,1,0.084664,2.95890411
SPX,CBOE,42374,1080,3253.082,0,P,0.179014,-0.438818,1,0.089507,2.95890411
SPX,CBOE,42374,1080,3415.735,5,C,0.160804,0.48481,1.05,0.160804,2.95890411
SPX,CBOE,42374,1080,3090.427,5,P,0.187976,-0.374368,0.95,0.187976,2.95890411
SPX,CBOE,42374,1080,3578.39,10,C,0.152614,0.408346,1.1,0.152614,2.95890411
SPX,CBOE,42374,1080,2927.773,10,P,0.196893,-0.315461,0.9,0.196893,2.95890411
SPX,CBOE,42374,1080,3741.044,15,C,0.145036,0.331613,1.15,0.145036,2.95890411
SPX,CBOE,42374,1080,2765.119,15,P,0.205172,-0.262078,0.85,0.205172,2.95890411
SPX,CBOE,42374,1080,3903.698,20,C,0.13779,0.257614,1.2,0.13779,2.95890411
SPX,CBOE,42374,1080,2602.465,20,P,0.214138,-0.214773,0.8,0.214138,2.95890411
SPX,CBOE,42374,1080,4066.352,25,C,0.132436,0.19335,1.25,0.132436,2.95890411
SPX,CBOE,42374,1080,2439.811,25,P,0.222618,-0.172912,0.75,0.222618,2.95890411
SPX,CBOE,42374,1080,4229.006,30,C,0.1283,0.140414,1.3,0.1283,2.95890411
SPX,CBOE,42374,1080,2277.157,30,P,0.230905,-0.13641,0.7,0.230905,2.95890411
SPX,CBOE,42374,1080,4391.66,35,C,0.126099,0.101138,1.35,0.126099,2.95890411
SPX,CBOE,42374,1080,2114.503,35,P,0.239368,-0.105266,0.65,0.239368,2.95890411
SPX,CBOE,42374,1080,4554.314,40,C,0.125203,0.072885,1.4,0.125203,2.95890411
SPX,CBOE,42374,1080,1951.849,40,P,0.247406,-0.078812,0.6,0.247406,2.95890411
SPX,CBOE,42374,1080,4716.968,45,C,0.124783,0.052216,1.45,0.124783,2.95890411
SPX,CBOE,42374,1080,1789.195,45,P,0.256154,-0.057385,0.55,0.256154,2.95890411
SPX,CBOE,42374,1080,4879.622,50,C,0.124783,0.0374,1.5,0.124783,2.95890411
SPX,CBOE,42374,1080,1626.541,50,P,0.265447,-0.040376,0.5,0.265447,2.95890411
SPX,CBOE,42374,1080,5042.276,55,C,0.124783,0.026529,1.55,0.124783,2.95890411
SPX,CBOE,42374,1080,1463.887,55,P,0.275787,-0.027403,0.45,0.275787,2.95890411
SPX,CBOE,42374,1080,5204.931,60,C,0.124783,0.018655,1.6,0.124783,2.95890411
SPX,CBOE,42374,1080,1301.233,60,P,0.280252,-0.016106,0.4,0.280252,2.95890411
SPX,CBOE,42371,30,3235.658,0,C,0.116373,0.506655,1,0.0581865,0.082191781
SPX,CBOE,42371,30,3235.658,0,P,0.113255,-0.493524,1,0.0566275,0.082191781
SPX,CBOE,42371,30,3397.441,5,C,0.079693,0.016832,1.05,0.079693,0.082191781
SPX,CBOE,42371,30,3073.875,5,P,0.172531,-0.144178,0.95,0.172531,0.082191781
SPX,CBOE,42371,30,3559.224,10,C,0.096832,0.000314,1.1,0.096832,0.082191781
SPX,CBOE,42371,30,2912.092,10,P,0.219341,-0.043917,0.9,0.219341,0.082191781
SPX,CBOE,42371,30,2750.309,15,P,0.265914,-0.015006,0.85,0.265914,0.082191781
SPX,CBOE,42371,30,2588.526,20,P,0.314493,-0.005868,0.8,0.314493,0.082191781
SPX,CBOE,42371,30,2426.743,25,P,0.3688,-0.002771,0.75,0.3688,0.082191781
SPX,CBOE,42371,30,2264.96,30,P,0.432214,-0.001639,0.7,0.432214,0.082191781
SPX,CBOE,42371,30,2103.177,35,P,0.459759,-0.000428,0.65,0.459759,0.082191781
SPX,CBOE,42371,30,1941.395,40,P,0.46024,-0.000041,0.6,0.46024,0.082191781
SPX,CBOE,42371,60,3235.631,0,C,0.125592,0.510156,1,0.062796,0.164383562
SPX,CBOE,42371,60,3235.631,0,P,0.126135,-0.4898,1,0.0630675,0.164383562
SPX,CBOE,42371,60,3397.413,5,C,0.090949,0.095997,1.05,0.090949,0.164383562
SPX,CBOE,42371,60,3073.85,5,P,0.170102,-0.218219,0.95,0.170102,0.164383562
SPX,CBOE,42371,60,3559.195,10,C,0.09693,0.008073,1.1,0.09693,0.164383562
SPX,CBOE,42371,60,2912.068,10,P,0.205754,-0.095997,0.9,0.205754,0.164383562
SPX,CBOE,42371,60,3720.976,15,C,0.09693,0.000203,1.15,0.09693,0.164383562
SPX,CBOE,42371,60,2750.287,15,P,0.238817,-0.042096,0.85,0.238817,0.164383562
SPX,CBOE,42371,60,3882.758,20,C,0.09693,0.000002,1.2,0.09693,0.164383562
SPX,CBOE,42371,60,2588.505,20,P,0.272555,-0.019014,0.8,0.272555,0.164383562
SPX,CBOE,42371,60,2426.724,25,P,0.308181,-0.009018,0.75,0.308181,0.164383562
SPX,CBOE,42371,60,2264.942,30,P,0.349832,-0.00486,0.7,0.349832,0.164383562
SPX,CBOE,42371,60,2103.16,35,P,0.394481,-0.002774,0.65,0.394481,0.164383562
SPX,CBOE,42371,60,1941.379,40,P,0.428324,-0.001229,0.6,0.428324,0.164383562
SPX,CBOE,42371,60,1779.597,45,P,0.432804,-0.000237,0.55,0.432804,0.164383562
SPX,CBOE,42371,60,1617.816,50,P,0.432804,-0.000027,0.5,0.432804,0.164383562
SPX,CBOE,42371,60,1456.034,55,P,0.432804,-0.000002,0.45,0.432804,0.164383562
SPX,CBOE,42371,90,3234.918,0,C,0.133586,0.513229,1,0.066793,0.246575342
SPX,CBOE,42371,90,3234.918,0,P,0.132471,-0.486881,1,0.0662355,0.246575342
SPX,CBOE,42371,90,3396.664,5,C,0.100776,0.171065,1.05,0.100776,0.246575342
SPX,CBOE,42371,90,3073.172,5,P,0.168958,-0.256774,0.95,0.168958,0.246575342
SPX,CBOE,42371,90,3558.41,10,C,0.099247,0.02811,1.1,0.099247,0.246575342
SPX,CBOE,42371,90,2911.426,10,P,0.199442,-0.132772,0.9,0.199442,0.246575342
SPX,CBOE,42371,90,3720.156,15,C,0.105894,0.004249,1.15,0.105894,0.246575342
SPX,CBOE,42371,90,2749.681,15,P,0.226296,-0.066489,0.85,0.226296,0.246575342
SPX,CBOE,42371,90,3881.902,20,C,0.105894,0.00029,1.2,0.105894,0.246575342
SPX,CBOE,42371,90,2587.935,20,P,0.251986,-0.032453,0.8,0.251986,0.246575342
SPX,CBOE,42371,90,4043.648,25,C,0.105894,0.000012,1.25,0.105894,0.246575342
SPX,CBOE,42371,90,2426.189,25,P,0.280725,-0.016444,0.75,0.280725,0.246575342
SPX,CBOE,42371,90,2264.443,30,P,0.313422,-0.008904,0.7,0.313422,0.246575342
SPX,CBOE,42371,90,2102.697,35,P,0.351332,-0.005287,0.65,0.351332,0.246575342
SPX,CBOE,42371,90,1940.951,40,P,0.389913,-0.003118,0.6,0.389913,0.246575342
SPX,CBOE,42371,90,1779.205,45,P,0.429746,-0.001817,0.55,0.429746,0.246575342
SPX,CBOE,42371,90,1617.459,50,P,0.46027,-0.000825,0.5,0.46027,0.246575342
SPX,CBOE,42371,90,1455.713,55,P,0.46091,-0.000157,0.45,0.46091,0.246575342
SPX,CBOE,42371,90,1293.967,60,P,0.46091,-0.000019,0.4,0.46091,0.246575342
SPX,CBOE,42371,120,3235.393,0,C,0.13856,0.515843,1,0.06928,0.328767123
SPX,CBOE,42371,120,3235.393,0,P,0.135788,-0.484473,1,0.067894,0.328767123
SPX,CBOE,42371,120,3397.163,5,C,0.107801,0.224094,1.05,0.107801,0.328767123
SPX,CBOE,42371,120,3073.623,5,P,0.16889,-0.281599,0.95,0.16889,0.328767123
SPX,CBOE,42371,120,3558.932,10,C,0.100508,0.052078,1.1,0.100508,0.328767123
SPX,CBOE,42371,120,2911.854,10,P,0.197054,-0.161334,0.9,0.197054,0.328767123
SPX,CBOE,42371,120,3720.702,15,C,0.107252,0.012483,1.15,0.107252,0.328767123
SPX,CBOE,42371,120,2750.084,15,P,0.221596,-0.089699,0.85,0.221596,0.328767123
SPX,CBOE,42371,120,3882.472,20,C,0.11036,0.002189,1.2,0.11036,0.328767123
SPX,CBOE,42371,120,2588.314,20,P,0.24417,-0.048071,0.8,0.24417,0.328767123
SPX,CBOE,42371,120,4044.241,25,C,0.110581,0.000244,1.25,0.110581,0.328767123
SPX,CBOE,42371,120,2426.545,25,P,0.268286,-0.025765,0.75,0.268286,0.328767123
SPX,CBOE,42371,120,4206.011,30,C,0.110581,0.00002,1.3,0.110581,0.328767123
SPX,CBOE,42371,120,2264.775,30,P,0.295296,-0.014219,0.7,0.295296,0.328767123
SPX,CBOE,42371,120,4367.781,35,C,0.110581,0.000001,1.35,0.110581,0.328767123
SPX,CBOE,42371,120,2103.005,35,P,0.325894,-0.008225,0.65,0.325894,0.328767123
SPX,CBOE,42371,120,4529.55,40,C,0.110581,0,1.4,0.110581,0.328767123
SPX,CBOE,42371,120,1941.236,40,P,0.359814,-0.004952,0.6,0.359814,0.328767123
SPX,CBOE,42371,120,4691.32,45,C,0.110581,0,1.45,0.110581,0.328767123
SPX,CBOE,42371,120,1779.466,45,P,0.398239,-0.003144,0.55,0.398239,0.328767123
SPX,CBOE,42371,120,4853.09,50,C,0.110581,0,1.5,0.110581,0.328767123
SPX,CBOE,42371,120,1617.697,50,P,0.435186,-0.00185,0.5,0.435186,0.328767123
SPX,CBOE,42371,120,5014.859,55,C,0.110581,0,1.55,0.110581,0.328767123
SPX,CBOE,42371,120,1455.927,55,P,0.440096,-0.0005,0.45,0.440096,0.328767123
SPX,CBOE,42371,120,5176.629,60,C,0.110581,0,1.6,0.110581,0.328767123
SPX,CBOE,42371,120,1294.157,60,P,0.440096,-0.000086,0.4,0.440096,0.328767123
SPX,CBOE,42371,150,3235.389,0,C,0.139664,0.517853,1,0.069832,0.410958904
SPX,CBOE,42371,150,3235.389,0,P,0.13953,-0.482164,1,0.069765,0.410958904
SPX,CBOE,42371,150,3397.158,5,C,0.11156,0.25899,1.05,0.11156,0.410958904
SPX,CBOE,42371,150,3073.62,5,P,0.169605,-0.299401,0.95,0.169605,0.410958904
SPX,CBOE,42371,150,3558.928,10,C,0.101253,0.075514,1.1,0.101253,0.410958904
SPX,CBOE,42371,150,2911.85,10,P,0.195845,-0.183534,0.9,0.195845,0.410958904
SPX,CBOE,42371,150,3720.698,15,C,0.105443,0.020984,1.15,0.105443,0.410958904
SPX,CBOE,42371,150,2750.081,15,P,0.218605,-0.109392,0.85,0.218605,0.410958904
SPX,CBOE,42371,150,3882.467,20,C,0.109139,0.005071,1.2,0.109139,0.410958904
SPX,CBOE,42371,150,2588.311,20,P,0.239365,-0.062894,0.8,0.239365,0.410958904
SPX,CBOE,42371,150,4044.236,25,C,0.111426,0.001007,1.25,0.111426,0.410958904
SPX,CBOE,42371,150,2426.542,25,P,0.259876,-0.035139,0.75,0.259876,0.410958904
SPX,CBOE,42371,150,4206.006,30,C,0.112153,0.000151,1.3,0.112153,0.410958904
SPX,CBOE,42371,150,2264.772,30,P,0.2814,-0.019348,0.7,0.2814,0.410958904
SPX,CBOE,42371,150,4367.775,35,C,0.112153,0.000018,1.35,0.112153,0.410958904
SPX,CBOE,42371,150,2103.003,35,P,0.306756,-0.011041,0.65,0.306756,0.410958904
SPX,CBOE,42371,150,4529.545,40,C,0.112153,0.000002,1.4,0.112153,0.410958904
SPX,CBOE,42371,150,1941.234,40,P,0.335419,-0.006511,0.6,0.335419,0.410958904
SPX,CBOE,42371,150,4691.314,45,C,0.112153,0,1.45,0.112153,0.410958904
SPX,CBOE,42371,150,1779.464,45,P,0.366935,-0.003917,0.55,0.366935,0.410958904
SPX,CBOE,42371,150,4853.084,50,C,0.112153,0,1.5,0.112153,0.410958904
SPX,CBOE,42371,150,1617.695,50,P,0.403826,-0.002501,0.5,0.403826,0.410958904
SPX,CBOE,42371,150,5014.853,55,C,0.112153,0,1.55,0.112153,0.410958904
SPX,CBOE,42371,150,1455.925,55,P,0.413092,-0.000823,0.45,0.413092,0.410958904
SPX,CBOE,42371,150,5176.623,60,C,0.112153,0,1.6,0.112153,0.410958904
SPX,CBOE,42371,150,1294.156,60,P,0.415473,-0.000176,0.4,0.415473,0.410958904
SPX,CBOE,42371,180,3234.384,0,C,0.143375,0.520075,1,0.0716875,0.493150685
SPX,CBOE,42371,180,3234.384,0,P,0.141876,-0.480134,1,0.070938,0.493150685
SPX,CBOE,42371,180,3396.103,5,C,0.116194,0.288715,1.05,0.116194,0.493150685
SPX,CBOE,42371,180,3072.665,5,P,0.17014,-0.312406,0.95,0.17014,0.493150685
SPX,CBOE,42371,180,3557.823,10,C,0.102911,0.099801,1.1,0.102911,0.493150685
SPX,CBOE,42371,180,2910.946,10,P,0.194716,-0.200764,0.9,0.194716,0.493150685
SPX,CBOE,42371,180,3719.542,15,C,0.104649,0.031087,1.15,0.104649,0.493150685
SPX,CBOE,42371,180,2749.227,15,P,0.216355,-0.125974,0.85,0.216355,0.493150685
SPX,CBOE,42371,180,3881.261,20,C,0.110545,0.01045,1.2,0.110545,0.493150685
SPX,CBOE,42371,180,2587.507,20,P,0.235804,-0.07631,0.8,0.235804,0.493150685
SPX,CBOE,42371,180,4042.98,25,C,0.111409,0.002454,1.25,0.111409,0.493150685
SPX,CBOE,42371,180,2425.788,25,P,0.254807,-0.04483,0.75,0.254807,0.493150685
SPX,CBOE,42371,180,4204.699,30,C,0.111557,0.000467,1.3,0.111557,0.493150685
SPX,CBOE,42371,180,2264.069,30,P,0.274009,-0.025599,0.7,0.274009,0.493150685
SPX,CBOE,42371,180,4366.418,35,C,0.111649,0.000076,1.35,0.111649,0.493150685
SPX,CBOE,42371,180,2102.35,35,P,0.294113,-0.014299,0.65,0.294113,0.493150685
SPX,CBOE,42371,180,4528.138,40,C,0.111649,0.000011,1.4,0.111649,0.493150685
SPX,CBOE,42371,180,1940.63,40,P,0.317253,-0.008103,0.6,0.317253,0.493150685
SPX,CBOE,42371,180,4689.857,45,C,0.111649,0.000001,1.45,0.111649,0.493150685
SPX,CBOE,42371,180,1778.911,45,P,0.346109,-0.004923,0.55,0.346109,0.493150685
SPX,CBOE,42371,180,4851.576,50,C,0.111649,0,1.5,0.111649,0.493150685
SPX,CBOE,42371,180,1617.192,50,P,0.37911,-0.003103,0.5,0.37911,0.493150685
SPX,CBOE,42371,180,5013.295,55,C,0.111649,0,1.55,0.111649,0.493150685
SPX,CBOE,42371,180,1455.473,55,P,0.41418,-0.001921,0.45,0.41418,0.493150685
SPX,CBOE,42371,180,5175.015,60,C,0.111649,0,1.6,0.111649,0.493150685
SPX,CBOE,42371,180,1293.754,60,P,0.428686,-0.000701,0.4,0.428686,0.493150685
SPX,CBOE,42371,360,3237.635,0,C,0.155248,0.530724,1,0.077624,0.98630137
SPX,CBOE,42371,360,3237.635,0,P,0.157815,-0.468769,1,0.0789075,0.98630137
SPX,CBOE,42371,360,3399.516,5,C,0.134543,0.382723,1.05,0.134543,0.98630137
SPX,CBOE,42371,360,3075.753,5,P,0.177763,-0.352412,0.95,0.177763,0.98630137
SPX,CBOE,42371,360,3561.398,10,C,0.116619,0.222128,1.1,0.116619,0.98630137
SPX,CBOE,42371,360,2913.871,10,P,0.195493,-0.261167,0.9,0.195493,0.98630137
SPX,CBOE,42371,360,3723.28,15,C,0.107189,0.103892,1.15,0.107189,0.98630137
SPX,CBOE,42371,360,2751.99,15,P,0.211235,-0.18954,0.85,0.211235,0.98630137
SPX,CBOE,42371,360,3885.162,20,C,0.105827,0.046266,1.2,0.105827,0.98630137
SPX,CBOE,42371,360,2590.108,20,P,0.225731,-0.134046,0.8,0.225731,0.98630137
SPX,CBOE,42371,360,4047.043,25,C,0.107705,0.021044,1.25,0.107705,0.98630137
SPX,CBOE,42371,360,2428.226,25,P,0.239246,-0.091829,0.75,0.239246,0.98630137
SPX,CBOE,42371,360,4208.925,30,C,0.110767,0.009903,1.3,0.110767,0.98630137
SPX,CBOE,42371,360,2266.344,30,P,0.252126,-0.060612,0.7,0.252126,0.98630137
SPX,CBOE,42371,360,4370.807,35,C,0.111645,0.00401,1.35,0.111645,0.98630137
SPX,CBOE,42371,360,2104.462,35,P,0.265153,-0.038567,0.65,0.265153,0.98630137
SPX,CBOE,42371,360,4532.688,40,C,0.111645,0.001445,1.4,0.111645,0.98630137
SPX,CBOE,42371,360,1942.581,40,P,0.279243,-0.023816,0.6,0.279243,0.98630137
SPX,CBOE,42371,360,4694.57,45,C,0.111645,0.000491,1.45,0.111645,0.98630137
SPX,CBOE,42371,360,1780.699,45,P,0.294764,-0.014313,0.55,0.294764,0.98630137
SPX,CBOE,42371,360,4856.452,50,C,0.111645,0.000158,1.5,0.111645,0.98630137
SPX,CBOE,42371,360,1618.817,50,P,0.313081,-0.008546,0.5,0.313081,0.98630137
SPX,CBOE,42371,360,5018.333,55,C,0.111645,0.000049,1.55,0.111645,0.98630137
SPX,CBOE,42371,360,1456.936,55,P,0.33464,-0.005102,0.45,0.33464,0.98630137
SPX,CBOE,42371,360,5180.215,60,C,0.111645,0.000014,1.6,0.111645,0.98630137
SPX,CBOE,42371,360,1295.054,60,P,0.361696,-0.003162,0.4,0.361696,0.98630137
SPX,CBOE,42371,720,3241.308,0,C,0.163386,0.545673,1,0.081693,1.97260274
SPX,CBOE,42371,720,3241.308,0,P,0.170774,-0.452271,1,0.085387,1.97260274
SPX,CBOE,42371,720,3403.373,5,C,0.151595,0.451174,1.05,0.151595,1.97260274
SPX,CBOE,42371,720,3079.242,5,P,0.182832,-0.371401,0.95,0.182832,1.97260274
SPX,CBOE,42371,720,3565.438,10,C,0.140313,0.35008,1.1,0.140313,1.97260274
SPX,CBOE,42371,720,2917.177,10,P,0.194516,-0.300746,0.9,0.194516,1.97260274
SPX,CBOE,42371,720,3727.504,15,C,0.130267,0.250659,1.15,0.130267,1.97260274
SPX,CBOE,42371,720,2755.112,15,P,0.205692,-0.239782,0.85,0.205692,1.97260274
SPX,CBOE,42371,720,3889.569,20,C,0.122539,0.165201,1.2,0.122539,1.97260274
SPX,CBOE,42371,720,2593.046,20,P,0.216476,-0.187822,0.8,0.216476,1.97260274
SPX,CBOE,42371,720,4051.635,25,C,0.118435,0.104139,1.25,0.118435,1.97260274
SPX,CBOE,42371,720,2430.981,25,P,0.226833,-0.144052,0.75,0.226833,1.97260274
SPX,CBOE,42371,720,4213.7,30,C,0.117118,0.06517,1.3,0.117118,1.97260274
SPX,CBOE,42371,720,2268.915,30,P,0.236801,-0.107724,0.7,0.236801,1.97260274
SPX,CBOE,42371,720,4375.765,35,C,0.118146,0.04221,1.35,0.118146,1.97260274
SPX,CBOE,42371,720,2106.85,35,P,0.246671,-0.078292,0.65,0.246671,1.97260274
SPX,CBOE,42371,720,4537.831,40,C,0.120393,0.028368,1.4,0.120393,1.97260274
SPX,CBOE,42371,720,1944.785,40,P,0.256936,-0.055245,0.6,0.256936,1.97260274
SPX,CBOE,42371,720,4699.896,45,C,0.121448,0.018173,1.45,0.121448,1.97260274
SPX,CBOE,42371,720,1782.719,45,P,0.268004,-0.037828,0.55,0.268004,1.97260274
SPX,CBOE,42371,720,4861.961,50,C,0.121448,0.010959,1.5,0.121448,1.97260274
SPX,CBOE,42371,720,1620.654,50,P,0.280106,-0.025079,0.5,0.280106,1.97260274
SPX,CBOE,42371,720,5024.027,55,C,0.121448,0.006495,1.55,0.121448,1.97260274
SPX,CBOE,42371,720,1458.588,55,P,0.29339,-0.016022,0.45,0.29339,1.97260274
SPX,CBOE,42371,720,5186.092,60,C,0.121448,0.003791,1.6,0.121448,1.97260274
SPX,CBOE,42371,720,1296.523,60,P,0.308639,-0.009889,0.4,0.308639,1.97260274
SPX,CBOE,42371,1080,3247.807,0,C,0.170457,0.558278,1,0.0852285,2.95890411
SPX,CBOE,42371,1080,3247.807,0,P,0.180933,-0.438168,1,0.0904665,2.95890411
SPX,CBOE,42371,1080,3410.197,5,C,0.161408,0.48528,1.05,0.161408,2.95890411
SPX,CBOE,42371,1080,3085.416,5,P,0.189487,-0.374355,0.95,0.189487,2.95890411
SPX,CBOE,42371,1080,3572.587,10,C,0.153236,0.409126,1.1,0.153236,2.95890411
SPX,CBOE,42371,1080,2923.026,10,P,0.198161,-0.315781,0.9,0.198161,2.95890411
SPX,CBOE,42371,1080,3734.978,15,C,0.145567,0.33252,1.15,0.145567,2.95890411
SPX,CBOE,42371,1080,2760.636,15,P,0.206588,-0.262709,0.85,0.206588,2.95890411
SPX,CBOE,42371,1080,3897.368,20,C,0.138511,0.259109,1.2,0.138511,2.95890411
SPX,CBOE,42371,1080,2598.245,20,P,0.215173,-0.215364,0.8,0.215173,2.95890411
SPX,CBOE,42371,1080,4059.758,25,C,0.132775,0.194118,1.25,0.132775,2.95890411
SPX,CBOE,42371,1080,2435.855,25,P,0.223595,-0.173537,0.75,0.223595,2.95890411
SPX,CBOE,42371,1080,4222.148,30,C,0.128436,0.140722,1.3,0.128436,2.95890411
SPX,CBOE,42371,1080,2273.465,30,P,0.231993,-0.137128,0.7,0.231993,2.95890411
SPX,CBOE,42371,1080,4384.539,35,C,0.125782,0.100473,1.35,0.125782,2.95890411
SPX,CBOE,42371,1080,2111.074,35,P,0.240312,-0.105868,0.65,0.240312,2.95890411
SPX,CBOE,42371,1080,4546.929,40,C,0.125652,0.073715,1.4,0.125652,2.95890411
SPX,CBOE,42371,1080,1948.684,40,P,0.248798,-0.079627,0.6,0.248798,2.95890411
SPX,CBOE,42371,1080,4709.32,45,C,0.124546,0.051844,1.45,0.124546,2.95890411
SPX,CBOE,42371,1080,1786.294,45,P,0.257448,-0.058044,0.55,0.257448,2.95890411
SPX,CBOE,42371,1080,4871.71,50,C,0.124546,0.037092,1.5,0.124546,2.95890411
SPX,CBOE,42371,1080,1623.903,50,P,0.266605,-0.040864,0.5,0.266605,2.95890411
SPX,CBOE,42371,1080,5034.1,55,C,0.124546,0.026279,1.55,0.124546,2.95890411
SPX,CBOE,42371,1080,1461.513,55,P,0.276452,-0.027623,0.45,0.276452,2.95890411
SPX,CBOE,42371,1080,5196.491,60,C,0.124546,0.018457,1.6,0.124546,2.95890411
SPX,CBOE,42371,1080,1299.123,60,P,0.281066,-0.016301,0.4,0.281066,2.95890411
SPX,CBOE,42370,30,3259.071,0,C,0.101488,0.505804,1,0.050744,0.082191781
SPX,CBOE,42370,30,3259.071,0,P,0.097637,-0.494417,1,0.0488185,0.082191781
SPX,CBOE,42370,30,3422.025,5,C,0.083483,0.021353,1.05,0.083483,0.082191781
SPX,CBOE,42370,30,3096.118,5,P,0.157366,-0.123128,0.95,0.157366,0.082191781
SPX,CBOE,42370,30,3584.979,10,C,0.091768,0.000153,1.1,0.091768,0.082191781
SPX,CBOE,42370,30,2933.164,10,P,0.206616,-0.035279,0.9,0.206616,0.082191781
SPX,CBOE,42370,30,2770.211,15,P,0.255739,-0.012121,0.85,0.255739,0.082191781
SPX,CBOE,42370,30,2607.257,20,P,0.306932,-0.004942,0.8,0.306932,0.082191781
SPX,CBOE,42370,30,2444.303,25,P,0.35734,-0.002123,0.75,0.35734,0.082191781
SPX,CBOE,42370,30,2281.35,30,P,0.382552,-0.000472,0.7,0.382552,0.082191781
SPX,CBOE,42370,30,2118.396,35,P,0.382552,-0.000034,0.65,0.382552,0.082191781
SPX,CBOE,42370,30,1955.443,40,P,0.382552,-0.000001,0.6,0.382552,0.082191781
SPX,CBOE,42370,60,3259.095,0,C,0.113277,0.50916,1,0.0566385,0.164383562
SPX,CBOE,42370,60,3259.095,0,P,0.113265,-0.490841,1,0.0566325,0.164383562
SPX,CBOE,42370,60,3422.05,5,C,0.088885,0.0908,1.05,0.088885,0.164383562
SPX,CBOE,42370,60,3096.14,5,P,0.157584,-0.201924,0.95,0.157584,0.164383562
SPX,CBOE,42370,60,3585.005,10,C,0.100533,0.010226,1.1,0.100533,0.164383562
SPX,CBOE,42370,60,2933.185,10,P,0.194516,-0.084505,0.9,0.194516,0.164383562
SPX,CBOE,42370,60,3747.959,15,C,0.104498,0.000524,1.15,0.104498,0.164383562
SPX,CBOE,42370,60,2770.231,15,P,0.229639,-0.036559,0.85,0.229639,0.164383562
SPX,CBOE,42370,60,3910.914,20,C,0.104498,0.000009,1.2,0.104498,0.164383562
SPX,CBOE,42370,60,2607.276,20,P,0.266023,-0.016885,0.8,0.266023,0.164383562
SPX,CBOE,42370,60,2444.321,25,P,0.302678,-0.008073,0.75,0.302678,0.164383562
SPX,CBOE,42370,60,2281.366,30,P,0.343053,-0.00422,0.7,0.343053,0.164383562
SPX,CBOE,42370,60,2118.412,35,P,0.385602,-0.002301,0.65,0.385602,0.164383562
SPX,CBOE,42370,60,1955.457,40,P,0.407283,-0.000746,0.6,0.407283,0.164383562
SPX,CBOE,42370,60,1792.502,45,P,0.407803,-0.000108,0.55,0.407803,0.164383562
SPX,CBOE,42370,60,1629.547,50,P,0.407803,-0.00001,0.5,0.407803,0.164383562
SPX,CBOE,42370,60,1466.593,55,P,0.407803,0,0.45,0.407803,0.164383562
SPX,CBOE,42370,90,3258.579,0,C,0.123927,0.512273,1,0.0619635,0.246575342
SPX,CBOE,42370,90,3258.579,0,P,0.122504,-0.487868,1,0.061252,0.246575342
