symbol,exchange,date,period,strike,out-of-the-money-pcent,call/put,iv,delta,moneyness,normalizediv,matyears
SPX,CBOE,42377,120,3112.659,5,P,0.158673,-0.271171,0.95,0.158673,0.328767123
SPX,CBOE,42377,120,3604.132,10,C,0.096925,0.045783,1.1,0.096925,0.328767123
SPX,CBOE,42377,120,2948.835,10,P,0.188201,-0.15143,0.9,0.188201,0.328767123
SPX,CBOE,42377,120,2785.011,15,P,0.214426,-0.083283,0.85,0.214426,0.328767123
SPX,CBOE,42377,120,2621.187,20,P,0.239045,-0.04489,0.8,0.239045,0.328767123
SPX,CBOE,42377,120,2457.362,25,P,0.264821,-0.02439,0.75,0.264821,0.328767123
SPX,CBOE,42377,120,2293.538,30,P,0.292735,-0.013591,0.7,0.292735,0.328767123
SPX,CBOE,42377,120,2129.714,35,P,0.323129,-0.007809,0.65,0.323129,0.328767123
SPX,CBOE,42377,120,1965.89,40,P,0.355992,-0.004598,0.6,0.355992,0.328767123
SPX,CBOE,42377,150,3276.393,0,C,0.129698,0.51658,1,0.064849,0.410958904
SPX,CBOE,42377,150,3276.393,0,P,0.129709,-0.483419,1,0.0648545,0.410958904
SPX,CBOE,42377,150,3440.213,5,C,0.104728,0.244105,1.05,0.104728,0.410958904
SPX,CBOE,42377,150,3112.573,5,P,0.15961,-0.290316,0.95,0.15961,0.410958904
SPX,CBOE,42377,150,3604.032,10,C,0.097852,0.068372,1.1,0.097852,0.410958904
SPX,CBOE,42377,150,2948.754,10,P,0.186975,-0.173879,0.9,0.186975,0.410958904
SPX,CBOE,42377,150,2784.934,15,P,0.211405,-0.102586,0.85,0.211405,0.410958904
SPX,CBOE,42377,150,2621.115,20,P,0.233759,-0.058909,0.8,0.233759,0.410958904
SPX,CBOE,42377,150,2457.295,25,P,0.255812,-0.03316,0.75,0.255812,0.410958904
SPX,CBOE,42377,150,2293.475,30,P,0.278732,-0.018514,0.7,0.278732,0.410958904
SPX,CBOE,42377,150,2129.656,35,P,0.303648,-0.010434,0.65,0.303648,0.410958904
SPX,CBOE,42377,150,1965.836,40,P,0.331008,-0.005978,0.6,0.331008,0.410958904
SPX,CBOE,42377,180,3276.336,0,C,0.133502,0.518694,1,0.066751,0.493150685
SPX,CBOE,42377,180,3276.336,0,P,0.132962,-0.481382,1,0.066481,0.493150685
SPX,CBOE,42377,180,3440.153,5,C,0.109084,0.274715,1.05,0.109084,0.493150685
SPX,CBOE,42377,180,3112.519,5,P,0.160845,-0.304819,0.95,0.160845,0.493150685
SPX,CBOE,42377,180,3603.97,10,C,0.099415,0.091711,1.1,0.099415,0.493150685
SPX,CBOE,42377,180,2948.702,10,P,0.186357,-0.192009,0.9,0.186357,0.493150685
SPX,CBOE,42377,180,2784.886,15,P,0.209009,-0.118871,0.85,0.209009,0.493150685
SPX,CBOE,42377,180,2621.069,20,P,0.2299,-0.071751,0.8,0.2299,0.493150685
SPX,CBOE,42377,180,2457.252,25,P,0.24992,-0.042091,0.75,0.24992,0.493150685
SPX,CBOE,42377,180,2293.435,30,P,0.270174,-0.024146,0.7,0.270174,0.493150685
SPX,CBOE,42377,180,2129.618,35,P,0.291279,-0.013612,0.65,0.291279,0.493150685
SPX,CBOE,42377,180,1965.802,40,P,0.314562,-0.007698,0.6,0.314562,0.493150685
SPX,CBOE,42377,360,3277.079,0,C,0.14894,0.529478,1,0.07447,0.98630137
SPX,CBOE,42377,360,3277.079,0,P,0.148832,-0.470543,1,0.074416,0.98630137
SPX,CBOE,42377,360,3440.933,5,C,0.128638,0.375231,1.05,0.128638,0.98630137
SPX,CBOE,42377,360,3113.225,5,P,0.168782,-0.348336,0.95,0.168782,0.98630137
SPX,CBOE,42377,360,3604.787,10,C,0.112265,0.212116,1.1,0.112265,0.98630137
SPX,CBOE,42377,360,2949.371,10,P,0.186734,-0.254352,0.9,0.186734,0.98630137
SPX,CBOE,42377,360,2785.517,15,P,0.202898,-0.182129,0.85,0.202898,0.98630137
SPX,CBOE,42377,360,2621.663,20,P,0.217753,-0.127148,0.8,0.217753,0.98630137
SPX,CBOE,42377,360,2457.809,25,P,0.231924,-0.086258,0.75,0.231924,0.98630137
SPX,CBOE,42377,360,2293.955,30,P,0.245772,-0.056673,0.7,0.245772,0.98630137
SPX,CBOE,42377,360,2130.101,35,P,0.259371,-0.035838,0.65,0.259371,0.98630137
SPX,CBOE,42377,360,1966.247,40,P,0.274186,-0.022104,0.6,0.274186,0.98630137
SPX,CBOE,42377,720,3279.984,0,C,0.159132,0.544489,1,0.079566,1.97260274
SPX,CBOE,42377,720,3279.984,0,P,0.163384,-0.454327,1,0.081692,1.97260274
SPX,CBOE,42377,720,3443.983,5,C,0.147107,0.44716,1.05,0.147107,1.97260274
SPX,CBOE,42377,720,3115.985,5,P,0.175381,-0.370172,0.95,0.175381,1.97260274
SPX,CBOE,42377,720,3607.983,10,C,0.135824,0.343017,1.1,0.135824,1.97260274
SPX,CBOE,42377,720,2951.986,10,P,0.187086,-0.29724,0.9,0.187086,1.97260274
SPX,CBOE,42377,720,2787.987,15,P,0.198401,-0.234976,0.85,0.198401,1.97260274
SPX,CBOE,42377,720,2623.987,20,P,0.209481,-0.182589,0.8,0.209481,1.97260274
SPX,CBOE,42377,720,2459.988,25,P,0.220071,-0.138897,0.75,0.220071,1.97260274
SPX,CBOE,42377,720,2295.989,30,P,0.230606,-0.103262,0.7,0.230606,1.97260274
SPX,CBOE,42377,720,2131.99,35,P,0.241154,-0.074761,0.65,0.241154,1.97260274
SPX,CBOE,42377,720,1967.991,40,P,0.25184,-0.052503,0.6,0.25184,1.97260274
SPX,CBOE,42377,1080,3285.333,0,C,0.166795,0.557035,1,0.0833975,2.95890411
SPX,CBOE,42377,1080,3285.333,0,P,0.1734,-0.440723,1,0.0867,2.95890411
SPX,CBOE,42377,1080,3449.6,5,C,0.158367,0.482892,1.05,0.158367,2.95890411
SPX,CBOE,42377,1080,3121.067,5,P,0.182628,-0.374351,0.95,0.182628,2.95890411
SPX,CBOE,42377,1080,3613.867,10,C,0.150066,0.405104,1.1,0.150066,2.95890411
SPX,CBOE,42377,1080,2956.8,10,P,0.191697,-0.314054,0.9,0.191697,2.95890411
SPX,CBOE,42377,1080,2792.533,15,P,0.200619,-0.259954,0.85,0.200619,2.95890411
SPX,CBOE,42377,1080,2628.267,20,P,0.209424,-0.211986,0.8,0.209424,2.95890411
SPX,CBOE,42377,1080,2464,25,P,0.218048,-0.169906,0.75,0.218048,2.95890411
SPX,CBOE,42377,1080,2299.733,30,P,0.226417,-0.133385,0.7,0.226417,2.95890411
SPX,CBOE,42377,1080,2135.467,35,P,0.235072,-0.102483,0.65,0.235072,2.95890411
SPX,CBOE,42377,1080,1971.2,40,P,0.243294,-0.076379,0.6,0.243294,2.95890411
SPX,CBOE,42376,30,3260.496,0,C,0.110334,0.506302,1,0.055167,0.082191781
SPX,CBOE,42376,30,3260.496,0,P,0.108578,-0.493798,1,0.054289,0.082191781
SPX,CBOE,42376,30,3423.521,5,C,0.083038,0.020795,1.05,0.083038,0.082191781
SPX,CBOE,42376,30,3097.471,5,P,0.169299,-0.139836,0.95,0.169299,0.082191781
SPX,CBOE,42376,30,3586.546,10,C,0.086587,0.000065,1.1,0.086587,0.082191781
SPX,CBOE,42376,30,2934.447,10,P,0.217803,-0.042849,0.9,0.217803,0.082191781
SPX,CBOE,42376,30,2771.422,15,P,0.264606,-0.014619,0.85,0.264606,0.082191781
SPX,CBOE,42376,30,2608.397,20,P,0.31499,-0.005932,0.8,0.31499,0.082191781
SPX,CBOE,42376,30,2445.372,25,P,0.371363,-0.002932,0.75,0.371363,0.082191781
SPX,CBOE,42376,30,2282.347,30,P,0.431156,-0.001603,0.7,0.431156,0.082191781
SPX,CBOE,42376,30,2119.323,35,P,0.479611,-0.000683,0.65,0.479611,0.082191781
SPX,CBOE,42376,30,1956.298,40,P,0.479611,-0.000077,0.6,0.479611,0.082191781
SPX,CBOE,42376,60,3260.369,0,C,0.119635,0.509674,1,0.0598175,0.164383562
SPX,CBOE,42376,60,3260.369,0,P,0.12042,-0.490262,1,0.06021,0.164383562
SPX,CBOE,42376,60,3423.387,5,C,0.089742,0.09296,1.05,0.089742,0.164383562
SPX,CBOE,42376,60,3097.35,5,P,0.164624,-0.211316,0.95,0.164624,0.164383562
SPX,CBOE,42376,60,3586.406,10,C,0.096393,0.007777,1.1,0.096393,0.164383562
SPX,CBOE,42376,60,2934.332,10,P,0.201145,-0.091313,0.9,0.201145,0.164383562
SPX,CBOE,42376,60,2771.314,15,P,0.235697,-0.040193,0.85,0.235697,0.164383562
SPX,CBOE,42376,60,2608.295,20,P,0.270322,-0.018274,0.8,0.270322,0.164383562
SPX,CBOE,42376,60,2445.277,25,P,0.307461,-0.008892,0.75,0.307461,0.164383562
SPX,CBOE,42376,60,2282.258,30,P,0.348671,-0.004747,0.7,0.348671,0.164383562
SPX,CBOE,42376,60,2119.24,35,P,0.393904,-0.002741,0.65,0.393904,0.164383562
SPX,CBOE,42376,60,1956.221,40,P,0.417709,-0.000965,0.6,0.417709,0.164383562
SPX,CBOE,42376,90,3260.286,0,C,0.126293,0.512507,1,0.0631465,0.246575342
SPX,CBOE,42376,90,3260.286,0,P,0.12539,-0.487582,1,0.062695,0.246575342
SPX,CBOE,42376,90,3423.3,5,C,0.09639,0.159766,1.05,0.09639,0.246575342
SPX,CBOE,42376,90,3097.271,5,P,0.162827,-0.249895,0.95,0.162827,0.246575342
SPX,CBOE,42376,90,3586.314,10,C,0.096785,0.025049,1.1,0.096785,0.246575342
SPX,CBOE,42376,90,2934.257,10,P,0.194732,-0.127571,0.9,0.194732,0.246575342
SPX,CBOE,42376,90,2771.243,15,P,0.222942,-0.063831,0.85,0.222942,0.246575342
SPX,CBOE,42376,90,2608.229,20,P,0.250288,-0.031615,0.8,0.250288,0.246575342
SPX,CBOE,42376,90,2445.214,25,P,0.279797,-0.016175,0.75,0.279797,0.246575342
SPX,CBOE,42376,90,2282.2,30,P,0.313399,-0.0089,0.7,0.313399,0.246575342
SPX,CBOE,42376,90,2119.186,35,P,0.350508,-0.005202,0.65,0.350508,0.246575342
SPX,CBOE,42376,90,1956.172,40,P,0.38821,-0.003014,0.6,0.38821,0.246575342
SPX,CBOE,42376,120,3260.719,0,C,0.130992,0.514978,1,0.065496,0.328767123
SPX,CBOE,42376,120,3260.719,0,P,0.129422,-0.485201,1,0.064711,0.328767123
SPX,CBOE,42376,120,3423.755,5,C,0.102746,0.212227,1.05,0.102746,0.328767123
SPX,CBOE,42376,120,3097.683,5,P,0.16282,-0.275552,0.95,0.16282,0.328767123
SPX,CBOE,42376,120,3586.791,10,C,0.097412,0.046627,1.1,0.097412,0.328767123
SPX,CBOE,42376,120,2934.647,10,P,0.192028,-0.155779,0.9,0.192028,0.328767123
SPX,CBOE,42376,120,2771.611,15,P,0.217777,-0.086292,0.85,0.217777,0.328767123
SPX,CBOE,42376,120,2608.575,20,P,0.241656,-0.046507,0.8,0.241656,0.328767123
SPX,CBOE,42376,120,2445.539,25,P,0.266801,-0.025172,0.75,0.266801,0.328767123
SPX,CBOE,42376,120,2282.503,30,P,0.294317,-0.013977,0.7,0.294317,0.328767123
SPX,CBOE,42376,120,2119.467,35,P,0.324049,-0.007946,0.65,0.324049,0.328767123
SPX,CBOE,42376,120,1956.432,40,P,0.357085,-0.004698,0.6,0.357085,0.328767123
SPX,CBOE,42376,150,3260.629,0,C,0.133111,0.517016,1,0.0665555,0.410958904
SPX,CBOE,42376,150,3260.629,0,P,0.133137,-0.482981,1,0.0665685,0.410958904
SPX,CBOE,42376,150,3423.66,5,C,0.106875,0.248926,1.05,0.106875,0.410958904
SPX,CBOE,42376,150,3097.597,5,P,0.163399,-0.293891,0.95,0.163399,0.410958904
SPX,CBOE,42376,150,3586.692,10,C,0.098493,0.069713,1.1,0.098493,0.410958904
SPX,CBOE,42376,150,2934.566,10,P,0.190525,-0.177821,0.9,0.190525,0.410958904
SPX,CBOE,42376,150,2771.535,15,P,0.214606,-0.105632,0.85,0.214606,0.410958904
SPX,CBOE,42376,150,2608.503,20,P,0.236481,-0.060843,0.8,0.236481,0.410958904
SPX,CBOE,42376,150,2445.472,25,P,0.258328,-0.034382,0.75,0.258328,0.410958904
SPX,CBOE,42376,150,2282.44,30,P,0.280749,-0.019144,0.7,0.280749,0.410958904
SPX,CBOE,42376,150,2119.409,35,P,0.305259,-0.010747,0.65,0.305259,0.410958904
SPX,CBOE,42376,150,1956.377,40,P,0.332279,-0.006129,0.6,0.332279,0.410958904
SPX,CBOE,42376,180,3260.695,0,C,0.136367,0.519095,1,0.0681835,0.493150685
SPX,CBOE,42376,180,3260.695,0,P,0.136197,-0.480929,1,0.0680985,0.493150685
SPX,CBOE,42376,180,3423.73,5,C,0.111098,0.278816,1.05,0.111098,0.493150685
SPX,CBOE,42376,180,3097.66,5,P,0.164289,-0.307736,0.95,0.164289,0.493150685
SPX,CBOE,42376,180,3586.765,10,C,0.100233,0.093606,1.1,0.100233,0.493150685
SPX,CBOE,42376,180,2934.625,10,P,0.189569,-0.195444,0.9,0.189569,0.493150685
SPX,CBOE,42376,180,2771.591,15,P,0.212069,-0.121859,0.85,0.212069,0.493150685
SPX,CBOE,42376,180,2608.556,20,P,0.232529,-0.073784,0.8,0.232529,0.493150685
SPX,CBOE,42376,180,2445.521,25,P,0.252472,-0.043518,0.75,0.252472,0.493150685
SPX,CBOE,42376,180,2282.487,30,P,0.272479,-0.025016,0.7,0.272479,0.493150685
SPX,CBOE,42376,180,2119.452,35,P,0.29323,-0.014083,0.65,0.29323,0.493150685
SPX,CBOE,42376,180,1956.417,40,P,0.316903,-0.00805,0.6,0.316903,0.493150685
SPX,CBOE,42376,360,3261.241,0,C,0.15157,0.529998,1,0.075785,0.98630137
SPX,CBOE,42376,360,3261.241,0,P,0.151278,-0.47006,1,0.075639,0.98630137
SPX,CBOE,42376,360,3424.303,5,C,0.131176,0.378516,1.05,0.131176,0.98630137
SPX,CBOE,42376,360,3098.179,5,P,0.171382,-0.349576,0.95,0.171382,0.98630137
SPX,CBOE,42376,360,3587.366,10,C,0.114113,0.21642,1.1,0.114113,0.98630137
SPX,CBOE,42376,360,2935.117,10,P,0.189392,-0.25649,0.9,0.189392,0.98630137
SPX,CBOE,42376,360,2772.055,15,P,0.205453,-0.184454,0.85,0.205453,0.98630137
SPX,CBOE,42376,360,2608.993,20,P,0.220304,-0.129387,0.8,0.220304,0.98630137
SPX,CBOE,42376,360,2445.931,25,P,0.234215,-0.088014,0.75,0.234215,0.98630137
SPX,CBOE,42376,360,2282.869,30,P,0.247712,-0.057877,0.7,0.247712,0.98630137
SPX,CBOE,42376,360,2119.807,35,P,0.261621,-0.036896,0.65,0.261621,0.98630137
SPX,CBOE,42376,360,1956.745,40,P,0.276576,-0.022908,0.6,0.276576,0.98630137
SPX,CBOE,42376,720,3264.323,0,C,0.161095,0.545036,1,0.0805475,1.97260274
SPX,CBOE,42376,720,3264.323,0,P,0.164989,-0.453881,1,0.0824945,1.97260274
SPX,CBOE,42376,720,3427.539,5,C,0.149262,0.449108,1.05,0.149262,1.97260274
SPX,CBOE,42376,720,3101.107,5,P,0.177248,-0.370505,0.95,0.177248,1.97260274
SPX,CBOE,42376,720,3590.755,10,C,0.138077,0.346603,1.1,0.138077,1.97260274
SPX,CBOE,42376,720,2937.89,10,P,0.189174,-0.298266,0.9,0.189174,1.97260274
SPX,CBOE,42376,720,2774.674,15,P,0.200542,-0.23643,0.85,0.200542,1.97260274
SPX,CBOE,42376,720,2611.458,20,P,0.211551,-0.184173,0.8,0.211551,1.97260274
SPX,CBOE,42376,720,2448.242,25,P,0.222113,-0.14048,0.75,0.222113,1.97260274
SPX,CBOE,42376,720,2285.026,30,P,0.232218,-0.104436,0.7,0.232218,1.97260274
SPX,CBOE,42376,720,2121.81,35,P,0.242407,-0.075568,0.65,0.242407,1.97260274
SPX,CBOE,42376,720,1958.594,40,P,0.252898,-0.053073,0.6,0.252898,1.97260274
SPX,CBOE,42376,1080,3269.737,0,C,0.168531,0.557624,1,0.0842655,2.95890411
SPX,CBOE,42376,1080,3269.737,0,P,0.174964,-0.440192,1,0.087482,2.95890411
SPX,CBOE,42376,1080,3433.223,5,C,0.159953,0.484144,1.05,0.159953,2.95890411
SPX,CBOE,42376,1080,3106.25,5,P,0.183833,-0.374364,0.95,0.183833,2.95890411
SPX,CBOE,42376,1080,3596.711,10,C,0.151895,0.407439,1.1,0.151895,2.95890411
SPX,CBOE,42376,1080,2942.763,10,P,0.192847,-0.314379,0.9,0.192847,2.95890411
SPX,CBOE,42376,1080,2779.276,15,P,0.2014,-0.260328,0.85,0.2014,2.95890411
SPX,CBOE,42376,1080,2615.79,20,P,0.210209,-0.212461,0.8,0.210209,2.95890411
SPX,CBOE,42376,1080,2452.303,25,P,0.218795,-0.170406,0.75,0.218795,2.95890411
SPX,CBOE,42376,1080,2288.816,30,P,0.227005,-0.133788,0.7,0.227005,2.95890411
SPX,CBOE,42376,1080,2125.329,35,P,0.235612,-0.102837,0.65,0.235612,2.95890411
SPX,CBOE,42376,1080,1961.842,40,P,0.243996,-0.076797,0.6,0.243996,2.95890411
SPX,CBOE,42375,30,3235.514,0,C,0.117404,0.506714,1,0.058702,0.082191781
SPX,CBOE,42375,30,3235.514,0,P,0.114492,-0.493453,1,0.057246,0.082191781
SPX,CBOE,42375,30,3397.29,5,C,0.081277,0.018662,1.05,0.081277,0.082191781
SPX,CBOE,42375,30,3073.739,5,P,0.172281,-0.143845,0.95,0.172281,0.082191781
SPX,CBOE,42375,30,3559.066,10,C,0.085774,0.000056,1.1,0.085774,0.082191781
SPX,CBOE,42375,30,2911.963,10,P,0.216754,-0.042123,0.9,0.216754,0.082191781
SPX,CBOE,42375,30,2750.187,15,P,0.261645,-0.013759,0.85,0.261645,0.082191781
SPX,CBOE,42375,30,2588.411,20,P,0.307009,-0.004951,0.8,0.307009,0.082191781
SPX,CBOE,42375,30,2426.636,25,P,0.347926,-0.001673,0.75,0.347926,0.082191781
SPX,CBOE,42375,30,2264.86,30,P,0.362992,-0.000251,0.7,0.362992,0.082191781
SPX,CBOE,42375,30,2103.084,35,P,0.362992,-0.000014,0.65,0.362992,0.082191781
SPX,CBOE,42375,30,1941.309,40,P,0.362992,0,0.6,0.362992,0.082191781
SPX,CBOE,42375,60,3235.386,0,C,0.126284,0.510212,1,0.063142,0.164383562
SPX,CBOE,42375,60,3235.386,0,P,0.126923,-0.489736,1,0.0634615,0.164383562
SPX,CBOE,42375,60,3397.155,5,C,0.091347,0.096996,1.05,0.091347,0.164383562
SPX,CBOE,42375,60,3073.616,5,P,0.16994,-0.218019,0.95,0.16994,0.164383562
SPX,CBOE,42375,60,3558.924,10,C,0.098282,0.008848,1.1,0.098282,0.164383562
SPX,CBOE,42375,60,2911.847,10,P,0.204981,-0.095215,0.9,0.204981,0.164383562
SPX,CBOE,42375,60,2750.078,15,P,0.237757,-0.041447,0.85,0.237757,0.164383562
SPX,CBOE,42375,60,2588.309,20,P,0.27082,-0.018438,0.8,0.27082,0.164383562
SPX,CBOE,42375,60,2426.539,25,P,0.306141,-0.008661,0.75,0.306141,0.164383562
SPX,CBOE,42375,60,2264.77,30,P,0.344473,-0.00435,0.7,0.344473,0.164383562
SPX,CBOE,42375,60,2103.001,35,P,0.387051,-0.002375,0.65,0.387051,0.164383562
SPX,CBOE,42375,60,1941.232,40,P,0.412874,-0.000858,0.6,0.412874,0.164383562
SPX,CBOE,42375,90,3235.067,0,C,0.132493,0.513121,1,0.0662465,0.246575342
SPX,CBOE,42375,90,3235.067,0,P,0.131536,-0.486974,1,0.065768,0.246575342
SPX,CBOE,42375,90,3396.821,5,C,0.099923,0.168903,1.05,0.099923,0.246575342
SPX,CBOE,42375,90,3073.314,5,P,0.168006,-0.255735,0.95,0.168006,0.246575342
SPX,CBOE,42375,90,3558.574,10,C,0.097782,0.026271,1.1,0.097782,0.246575342
SPX,CBOE,42375,90,2911.561,10,P,0.198595,-0.131845,0.9,0.198595,0.246575342
SPX,CBOE,42375,90,2749.807,15,P,0.225634,-0.065964,0.85,0.225634,0.246575342
SPX,CBOE,42375,90,2588.054,20,P,0.251733,-0.032328,0.8,0.251733,0.246575342
SPX,CBOE,42375,90,2426.301,25,P,0.280614,-0.016412,0.75,0.280614,0.246575342
SPX,CBOE,42375,90,2264.547,30,P,0.312912,-0.008818,0.7,0.312912,0.246575342
SPX,CBOE,42375,90,2102.794,35,P,0.350047,-0.005155,0.65,0.350047,0.246575342
SPX,CBOE,42375,90,1941.041,40,P,0.385715,-0.002865,0.6,0.385715,0.246575342
SPX,CBOE,42375,120,3235.489,0,C,0.137179,0.515686,1,0.0685895,0.328767123
SPX,CBOE,42375,120,3235.489,0,P,0.13536,-0.484522,1,0.06768,0.328767123
SPX,CBOE,42375,120,3397.263,5,C,0.106776,0.221747,1.05,0.106776,0.328767123
SPX,CBOE,42375,120,3073.714,5,P,0.168219,-0.280951,0.95,0.168219,0.328767123
SPX,CBOE,42375,120,3559.037,10,C,0.099155,0.049678,1.1,0.099155,0.328767123
SPX,CBOE,42375,120,2911.94,10,P,0.196463,-0.16069,0.9,0.196463,0.328767123
SPX,CBOE,42375,120,2750.165,15,P,0.220925,-0.089102,0.85,0.220925,0.328767123
SPX,CBOE,42375,120,2588.391,20,P,0.244071,-0.048009,0.8,0.244071,0.328767123
SPX,CBOE,42375,120,2426.616,25,P,0.26804,-0.025666,0.75,0.26804,0.328767123
SPX,CBOE,42375,120,2264.842,30,P,0.29474,-0.014081,0.7,0.29474,0.328767123
SPX,CBOE,42375,120,2103.067,35,P,0.325105,-0.008105,0.65,0.325105,0.328767123
SPX,CBOE,42375,120,1941.293,40,P,0.358134,-0.004795,0.6,0.358134,0.328767123
SPX,CBOE,42375,150,3235.396,0,C,0.138561,0.517712,1,0.0692805,0.410958904
SPX,CBOE,42375,150,3235.396,0,P,0.138632,-0.482279,1,0.069316,0.410958904
SPX,CBOE,42375,150,3397.166,5,C,0.110745,0.257283,1.05,0.110745,0.410958904
SPX,CBOE,42375,150,3073.626,5,P,0.168597,-0.298533,0.95,0.168597,0.410958904
SPX,CBOE,42375,150,3558.936,10,C,0.100316,0.07354,1.1,0.100316,0.410958904
SPX,CBOE,42375,150,2911.856,10,P,0.194901,-0.182537,0.9,0.194901,0.410958904
SPX,CBOE,42375,150,2750.087,15,P,0.217841,-0.108678,0.85,0.217841,0.410958904
SPX,CBOE,42375,150,2588.317,20,P,0.238864,-0.062537,0.8,0.238864,0.410958904
SPX,CBOE,42375,150,2426.547,25,P,0.259697,-0.035051,0.75,0.259697,0.410958904
SPX,CBOE,42375,150,2264.777,30,P,0.281753,-0.01946,0.7,0.281753,0.410958904
SPX,CBOE,42375,150,2103.008,35,P,0.306106,-0.010913,0.65,0.306106,0.410958904
SPX,CBOE,42375,150,1941.238,40,P,0.333832,-0.006316,0.6,0.333832,0.410958904
SPX,CBOE,42375,180,3234.988,0,C,0.141633,0.519831,1,0.0708165,0.493150685
SPX,CBOE,42375,180,3234.988,0,P,0.141021,-0.480254,1,0.0705105,0.493150685
SPX,CBOE,42375,180,3396.737,5,C,0.115012,0.286479,1.05,0.115012,0.493150685
SPX,CBOE,42375,180,3073.238,5,P,0.169106,-0.311605,0.95,0.169106,0.493150685
SPX,CBOE,42375,180,3558.486,10,C,0.102099,0.097924,1.1,0.102099,0.493150685
SPX,CBOE,42375,180,2911.489,10,P,0.193859,-0.199894,0.9,0.193859,0.493150685
SPX,CBOE,42375,180,2749.74,15,P,0.215676,-0.125328,0.85,0.215676,0.493150685
SPX,CBOE,42375,180,2587.99,20,P,0.235362,-0.075969,0.8,0.235362,0.493150685
SPX,CBOE,42375,180,2426.241,25,P,0.254392,-0.044596,0.75,0.254392,0.493150685
SPX,CBOE,42375,180,2264.491,30,P,0.273709,-0.025484,0.7,0.273709,0.493150685
SPX,CBOE,42375,180,2102.742,35,P,0.294299,-0.014345,0.65,0.294299,0.493150685
SPX,CBOE,42375,180,1940.993,40,P,0.317422,-0.008129,0.6,0.317422,0.493150685
SPX,CBOE,42375,360,3236.524,0,C,0.154541,0.530585,1,0.0772705,0.98630137
SPX,CBOE,42375,360,3236.524,0,P,0.15539,-0.469248,1,0.077695,0.98630137
SPX,CBOE,42375,360,3398.351,5,C,0.133918,0.381955,1.05,0.133918,0.98630137
SPX,CBOE,42375,360,3074.698,5,P,0.175247,-0.351328,0.95,0.175247,0.98630137
SPX,CBOE,42375,360,3560.177,10,C,0.116374,0.221577,1.1,0.116374,0.98630137
SPX,CBOE,42375,360,2912.872,10,P,0.192983,-0.259281,0.9,0.192983,0.98630137
SPX,CBOE,42375,360,2751.046,15,P,0.208762,-0.187394,0.85,0.208762,0.98630137
SPX,CBOE,42375,360,2589.219,20,P,0.223346,-0.132016,0.8,0.223346,0.98630137
SPX,CBOE,42375,360,2427.393,25,P,0.236866,-0.090032,0.75,0.236866,0.98630137
SPX,CBOE,42375,360,2265.567,30,P,0.250018,-0.059307,0.7,0.250018,0.98630137
SPX,CBOE,42375,360,2103.741,35,P,0.263264,-0.037672,0.65,0.263264,0.98630137
SPX,CBOE,42375,360,1941.915,40,P,0.277952,-0.023375,0.6,0.277952,0.98630137
SPX,CBOE,42375,720,3239.698,0,C,0.162378,0.545393,1,0.081189,1.97260274
SPX,CBOE,42375,720,3239.698,0,P,0.168077,-0.453021,1,0.0840385,1.97260274
SPX,CBOE,42375,720,3401.683,5,C,0.150682,0.45037,1.05,0.150682,1.97260274
SPX,CBOE,42375,720,3077.713,5,P,0.180108,-0.370982,0.95,0.180108,1.97260274
SPX,CBOE,42375,720,3563.668,10,C,0.13951,0.348841,1.1,0.13951,1.97260274
SPX,CBOE,42375,720,2915.728,10,P,0.191769,-0.299496,0.9,0.191769,1.97260274
SPX,CBOE,42375,720,2753.743,15,P,0.202931,-0.23801,0.85,0.202931,1.97260274
SPX,CBOE,42375,720,2591.759,20,P,0.213716,-0.185798,0.8,0.213716,1.97260274
SPX,CBOE,42375,720,2429.773,25,P,0.224029,-0.141945,0.75,0.224029,1.97260274
SPX,CBOE,42375,720,2267.789,30,P,0.234048,-0.105758,0.7,0.234048,1.97260274
SPX,CBOE,42375,720,2105.804,35,P,0.24389,-0.07652,0.65,0.24389,1.97260274
SPX,CBOE,42375,720,1943.819,40,P,0.254124,-0.053734,0.6,0.254124,1.97260274
SPX,CBOE,42375,1080,3244.946,0,C,0.169569,0.557977,1,0.0847845,2.95890411
SPX,CBOE,42375,1080,3244.946,0,P,0.177769,-0.439241,1,0.0888845,2.95890411
SPX,CBOE,42375,1080,3407.193,5,C,0.160547,0.484609,1.05,0.160547,2.95890411
SPX,CBOE,42375,1080,3082.698,5,P,0.18638,-0.374374,0.95,0.18638,2.95890411
SPX,CBOE,42375,1080,3569.44,10,C,0.152386,0.408059,1.1,0.152386,2.95890411
SPX,CBOE,42375,1080,2920.451,10,P,0.195101,-0.314993,0.9,0.195101,2.95890411
SPX,CBOE,42375,1080,2758.204,15,P,0.203791,-0.261449,0.85,0.203791,2.95890411
SPX,CBOE,42375,1080,2595.957,20,P,0.212245,-0.213672,0.8,0.212245,2.95890411
SPX,CBOE,42375,1080,2433.709,25,P,0.220605,-0.171604,0.75,0.220605,2.95890411
SPX,CBOE,42375,1080,2271.462,30,P,0.229403,-0.13541,0.7,0.229403,2.95890411
SPX,CBOE,42375,1080,2109.215,35,P,0.237209,-0.103876,0.65,0.237209,2.95890411
SPX,CBOE,42375,1080,1946.968,40,P,0.245096,-0.07745,0.6,0.245096,2.95890411
SPX,CBOE,42374,30,3243.744,0,C,0.116825,0.506677,1,0.0584125,0.082191781
